"","Election Year","District Number","District","Constituency No","Constituency","Position","Candidate's Name","Sex","Age","Category","Party","Total Votes","Votes Polled (%)","Public Meeting Non-Star","Public Meeting Star","Campaign Material","Media","Vehicle","Campaign Worker","Other Expenditure","Publication of Criminal Case","Own Fund","Party Fund","Another Person Fund","Total_Exp","Total_Fund_Rec","PMSbyTE","PMNSbyTE","CMbyTE","MedbyTE","VehbyTE","CWbyTE","OEbyTE","PoCCbyTE","OFbyTF","PFbyTF","APFbyTF"
"262",2020,21,"Madhubani","32","Benipatti",3,"RAJESH KUMAR YADAV","MALE",40,"GENERAL","IND",9572,6.1449573088528,176655,0,59000,70000,367200,0,229151,18600,376000,0,555000,920606,931000,0,0.191889907300191,0.0640882201506399,0.076036871365166,0.398867702361271,0,0.248913215859988,0.0202040829627441,0.403866809881847,0,0.596133190118153
"263",2020,28,"Rohtas","208","Sasaram",4,"Muneshwar Gupta","MALE",41,"GENERAL","IND",2463,1.376031465,11822,0,24674,0,95625,0,0,18600,50721,0,1e+05,150721,150721,0,0.0784363161072445,0.163706450992231,0,0.634450408370433,0,0,0.123406824530092,0.336522448762946,0,0.663477551237054
"264",2020,18,"Kishanganj","54","Kishanganj",1,"IJAHARUL HUSAIN","MALE",58,"GENERAL","INC",61078,34.1962936005823,1009030,131310,0,0,1040123,439000,10000,18450,35000,2800000,0,2647913,2835000,0.049589997858691,0.381066145300091,0,0,0.392808600584687,0.165790945548438,0.0037765591241102,0.00696775158398331,0.0123456790123457,0.987654320987654,0
"265",2020,18,"Kishanganj","54","Kishanganj",3,"MD. QAMRUL HODA","MALE",57,"GENERAL","AIMIM",41904,23.4611723867645,323835,137368,50000,0,422346,160420,108366,18450,1220875,0,0,1220785,1220875,0.112524318368918,0.265267839955439,0.0409572529151325,0,0.345962638793891,0.131407250252911,0.0887674733880249,0.0151132263256839,1,0,0
"266",2020,23,"muzzafarpur","89","oreai",4,"surendra kumar","MALE",50,"GENERAL","IND",8351,4.83692583,0,0,0,0,1040123,439000,10000,18450,35000,2800000,0,1507573,2835000,0,0,0,0,0.689932096157201,0.291196512540355,0.00663317796219487,0.0122382133402495,0.0123456790123457,0.987654320987654,0
"267",2020,5,"BEGUSARAI","143","Teghra",1,"RAM RATAN SINGH","MALE",70,"GENERAL","CPI",85229,49.80482218,166069,89300,100839,17000,362450,63000,10000,18400,298251,1e+05,571001,827058,969252,0.107973080485286,0.200794865656339,0.12192494359525,0.0205547857586771,0.438240123425443,0.0761736178115682,0.0120910504462807,0.0222475328211564,0.307712545344245,0.10317234320899,0.589115111446765
"268",2020,28,"Rohtas","207","chenari",4,"Shyam Bihari Ram","MALE",49,"SC","BSP",12864,7.400631677,62749,50550,0,0,433000,170700,119671,18300,903741,0,0,854970,903741,0.0591248815747921,0.0733932184755021,0,0,0.506450518731651,0.199656128285203,0.139970993134262,0.0214042597985894,1,0,0
"269",2020,12,"Gopalganj","104","Hathua",1,"Rajesh Kumar Singh","MALE",47,"GENERAL","RJD",86731,49.8353779412187,197226.86,57189,160508,28587,853361.65,0,0,18087.8,1e+05,271459,946000,1314960.31,1317459,0.0434910465092289,0.149986930023766,0.122062999757004,0.0217398196604124,0.64896380788862,0,0,0.0137553961609685,0.0759036903615217,0.206047398818483,0.718048910819995
"270",2020,10,"PURVI CHAMPARAN","19","Motihari",2,"OM PRAKASH CHAUDHARY","MALE",41,"GENERAL","RJD",78088,41.63472048,16678,15600,222244,30378,381500,64804,0,18000,1098000,0,0,749204,1098000,0.0208220991879381,0.0222609596318226,0.296640167431033,0.0405470339186657,0.509207105140923,0.0864971356266117,0,0.0240254990630055,1,0,0
"271",2020,31,"Saran","119","Garkha",3,"MUNESHWAR CHOUDHARY","MALE",65,"SC","JAPL",4419,2.501273561,536239,19130,5700,0,458640,0,53899,18000,401000,0,150500,1091608,551500,0.0175246059024851,0.491237697048757,0.00522165465991455,0,0.420150823372493,0,0.049375783248199,0.0164894357681512,0.727107887579329,0,0.272892112420671
"272",2020,37,"Vaishali","124","Lalganj",3,"Vijay kumar shukla","MALE",52,"GENERAL","IND",27460,14.3158772775852,99825,0,9800,109400,228666,0,389608,18000,1161200,0,150000,855299,1311200,0,0.116713570342068,0.0114579813609042,0.12790848580438,0.267352118966584,0,0.45552257163869,0.0210452718873751,0.885600976205003,0,0.114399023794997
"273",2020,13,"Jamui","242","Jhajha",2,"RAJENDRA PRASAD","MALE",49,"GENERAL","RJD",75293,38.68937202,7000,119769,119840,0,300833,7035,654628,18000,1050000,0,1127100,1227105,2177100,0.09760289461782,0.00570448331642361,0.0976607543771723,0,0.245156689932809,0.00573300573300573,0.53347350063768,0.0146686713850893,0.482292958522806,0,0.517707041477194
"274",2020,10,"PURVI CHAMPARAN","20","Chiraia",4,"Avaneesh Kumar Singh","MALE",57,"GENERAL","IND",11430,6.836492395,0,0,0,0,284178,0,137344,17850,35371,0,404001,439372,439372,0,0,0,0,0.646782225540089,0,0.312591608022359,0.0406261664375518,0.0805035368662546,0,0.919496463133745
"275",2020,6,"Bhagalpur","153","Gopalpur",4,"Sanjeev Kumar Singh","MALE",44,"GENERAL","RJnJnP",4002,2.457883714,0,0,2700,2200,222550,0,0,17550,1e+05,0,145000,245000,245000,0,0,0.0110204081632653,0.00897959183673469,0.908367346938776,0,0,0.0716326530612245,0.408163265306122,0,0.591836734693878
"276",2020,15,"Kaimur","206","Chainpur",1,"Mohd. zama Khan","MALE",47,"GENERAL","BSP",95245,46.24217119,103760,0,63148,12614.19,1426604,25200,47229.9,17550,158000,0,1772000,1696106.09,1930000,0,0.061175418573021,0.0372311616427248,0.00743714681196623,0.841105405145972,0.0148575611800321,0.0278460765387618,0.0103472301075223,0.0818652849740933,0,0.918134715025907
"277",2020,8,"Buxar","201","Dumraon",3,"Arvind Pratap Sahi","MALE",45,"GENERAL","RLSP",11517,6.582045538,249180,0,21807,0,416500,650,53520,17509,36000,0,758253,759166,794253,0,0.328228608762774,0.0287249428978642,0,0.548628363230176,0.000856202727730167,0.0704984153663362,0.0230634670151192,0.0453256078352867,0,0.954674392164713
"278",2020,18,"Kishanganj","52","Bahadurganj",2,"LAKHAN LAL PANDIT","MALE",59,"GENERAL","VSIP",40640,23.5607861325294,131024.1,25346,0,0,161050,0,0,17000,334420.1,0,0,334420.1,334420.1,0.0757908989322113,0.391794930986505,0,0,0.481579905035612,0,0,0.0508342650456716,1,0,0
"279",2020,7,"Bhojpur","193","Barhara",3,"Asha Devi","FEMALE",57,"GENERAL","IND",7203,4.363153973,231221,0,1600,325253,516400,60100,10000,17000,710000,0,0,1161574,710000,0,0.199058346691644,0.00137744129947812,0.280010571861973,0.444569179406564,0.051740138811647,0.00860900812173826,0.014635313806955,1,0,0
"280",2020,18,"Kishanganj","54","Kishanganj",2,"Sweety Singh","FEMALE",38,"GENERAL","BJP",59697,33.4231006102682,71831,0,158218,0,291753,983360,3000,16575,36542,1500000,0,1524737,1536542,0,0.0471104196986103,0.103767403821118,0,0.191346442042136,0.644937454787285,0.00196755243691207,0.0108707272139392,0.0237819727674219,0.976218027232578,0
"281",2020,27,"Purnia","57","Baisi",4,"GHULAM SARWAR","MALE",52,"GENERAL","IND",5075,2.83857327434321,337397.37,10000,24396,0,0,0,0,16575,0,0,508000,388368.37,508000,0.0257487498273868,0.868756047254827,0.0628166500788929,0,0,0,0,0.0426785528388937,0,0,1
"282",2020,23,"muzzafarpur","93","kurhani",4,"sanjay kumar","MALE",39,"GENERAL","IND",4802,2.4593,0,0,0,0,0,0,0,16575,0,0,508000,16575,508000,0,0,0,0,0,0,0,1,0,0,1
"283",2020,25,"Nawada","237","Nawada",3,"Kaushal Yadav","MALE",50,"GENERAL","JD(U)",34567,19.11563836,0,211861,0,177920,923431,45000,224973,16540,1295000,1e+06,658200,1599725,2953200,0.13243588741815,0,0,0.111219115785526,0.577243588741815,0.0281298348153589,0.140632296175905,0.0103392770632452,0.438507381823107,0.338615738859542,0.222876879317351
"284",2020,18,"Kishanganj","55","Kochadhaman",3,"MOHAMMAD SHAHID ALAM","MALE",58,"GENERAL","RJD",26134,16.1752327193504,413998,45842,352181,62050,269205,0,11000,16500,1017000,0,0,1170776,1017000,0.03915522696058,0.353609913424942,0.300809890192488,0.052999036536451,0.229937238207821,0,0.00939547787108721,0.0140932168066308,1,0,0
"285",2020,35,"siwan","109","dharodha",1,"karanjit singh","MALE",45,"GENERAL","BJP",71934,44.106643,150685,262530,117060,183800,893197,257950,468009,16500,250000,1500000,576500,2349731,2326500,0.111727682870933,0.0641286172757648,0.0498184685821483,0.0782217198479315,0.380127342236196,0.109778523584189,0.199175565202996,0.00702208039984151,0.107457554266065,0.644745325596389,0.247797120137546
"286",2020,17,"Khagaria","149","Khagaria",5,"Er. Dharmendra Kumar","MALE",44,"GENERAL","IND",8529,5.653698536,0,0,634892,51644,641212,0,166492,16500,9e+05,0,870000,1510740,1770000,0,0,0.420252326674345,0.0341845717992507,0.424435707004514,0,0.110205594609264,0.0109217999126256,0.508474576271186,0,0.491525423728814
"287",2020,7,"Bhojpur","194","Arrah",5,"Brajesh Kumar","MALE",42,"GENERAL","JAPL",1221,0.7663244044,151384,29550,0,50850,105400,12500,105776,16500,170776,0,150000,471960,320776,0.0626112382405289,0.32075599627087,0,0.107742181540809,0.223324010509365,0.0264852953640139,0.224120688193915,0.0349605898804983,0.532383968875477,0,0.467616031124523
"288",2020,8,"Buxar","200","Buxar",4,"Aakash Kumar Singh","MALE",28,"GENERAL","IND",5794,3.547202155,0,0,41000,0,47100,0,86400,16500,10000,0,181373,191000,191373,0,0,0.214659685863874,0,0.246596858638743,0,0.452356020942408,0.0863874345549738,0.0522539752211649,0,0.947746024778835
"289",2020,25,"Nawada","238","Gobindpur",2,"PURNIMA YADAV","FEMALE",43,"GENERAL","JD(U)",46483,28.74964436,0,209971,0,75920,696031,47500,214660,16500,995000,1e+06,218800,1260582,2213800,0.166566712835817,0,0,0.060226149508719,0.552150514603572,0.0376810076615405,0.17028642325529,0.0130891921350614,0.449453428493992,0.451711988436173,0.0988345830698347
"290",2020,16,"Katihar","64","Kadwa",1,"SHAKEEL AHMAD KHAN","MALE",55,"GENERAL","INC",71267,42.0008250825082,54044,24530,138761,2500,245824.39,356398,0,16425,246500,2800000,0,838482.39,3046500,0.0292552357599305,0.0644545438813569,0.165490655086984,0.00298157722787714,0.293177761312316,0.425051264344383,0,0.0195889623871528,0.08091252256688,0.91908747743312,0
"291",2020,8,"Buxar","200","Buxar",3,"Nirmal Kumar Singh","MALE",60,"GENERAL","RLSP",30489,18.66597282,451655,68558,28760,1000,676550,0,85443,16300,356100,0,989300,1328266,1345400,0.051614661521111,0.340033547497263,0.0216522895263449,0.000752861249177499,0.509348278131037,0,0.0643267237134731,0.0122716383615932,0.264679649174967,0,0.735320350825033
"292",2020,4,"Banka","159","Amarpur",4,"Pravin Kumar Jha","MALE",50,"GENERAL","IND",2125,1.296261277,0,0,15400,0,83701,6207,12209,16215,167018,0,0,133732,167018,0,0,0.115155684503335,0,0.625886100559328,0.0464137229683247,0.0912945293572219,0.121249962611791,1,0,0
"293",2020,6,"Bhagalpur","153","Gopalpur",1,"Narendra Kumar Niraj","MALE",56,"GENERAL","JD(U)",75533,46.38963783,135148,80000,64852,52500,890300,93500,0,16200,2e+05,1e+06,132500,1332500,1332500,0.0600375234521576,0.101424390243902,0.0486694183864916,0.0393996247654784,0.668142589118199,0.0701688555347092,0,0.0121575984990619,0.150093808630394,0.75046904315197,0.099437148217636
"294",2020,15,"Kaimur","205","Bhabua",3,"Birendra Kumar Singh","MALE",51,"GENERAL","RLSP",37014,21.20732923,19550,500840,73770,47677,501300,26140,146135,16125,0,0,1391000,1331537,1391000,0.376136750236756,0.0146822807026767,0.0554021405338342,0.0358059896195149,0.376482215665055,0.0196314484689498,0.109749109487757,0.0121100652854558,0,0,1
"295",2020,8,"Buxar","202","Rajpur",2,"Santosh Kumar Nirala","MALE",49,"SC","JD(U)",46667,25.27787407,405722,106700,0,449749,1278600,163706,0,16124,16124,1989755,414788,2420601,2420667,0.0440799619598604,0.167612093029789,0,0.185800551185429,0.528215926540557,0.0676303116457442,0,0.00666115563862033,0.00666097402079675,0.821986254201838,0.171352771777365
"296",2020,25,"Nawada","236","Hisua",5,"ANIL KUMAR SHARMA","MALE",55,"GENERAL","RJnJnP",2890,1.516264428,134414,0,112500,113123,383400,105710,0,15975,65182,0,8e+05,865122,865182,0,0.155369994058641,0.130039462642263,0.130759592288718,0.443174488684833,0.122190858630343,0,0.0184656036952014,0.0753390616078467,0,0.924660938392153
"297",2020,16,"Katihar","69","Korha",2,"PUNAM KUMARI ALIAS PUNAM PASWAN","FEMALE",41,"SC","INC",75682,38.5621114847651,169602,344654,301301,0,358229,8420,0,15830,67000,2800000,0,1198036,2867000,0.287682507036516,0.1415666974949,0.251495781428939,0,0.299013552180402,0.0070281694373124,0,0.0132132924219306,0.0233693756539937,0.976630624346006,0
"298",2020,12,"Gopalganj","101","Gopalganj",1,"Subash Singh","MALE",57,"GENERAL","BJP",77791,43.4921895092306,75367,223203,97852,37982,861600,0,206748.75,15803,70000,1500000,146000,1518555.75,1716000,0.146983737673115,0.0496307099689952,0.0644375420527037,0.0250119233357089,0.567381210732632,0,0.136148277730337,0.0104065985065086,0.0407925407925408,0.874125874125874,0.0850815850815851
"299",2020,21,"Madhubani","39","Phulparas",5,"GAURI SHANKAR YADAV","MALE",47,"GENERAL","JAPL",4916,2.70028288154679,42327,52000,0,0,93800,12500,77052,15750,2000,0,0,293429,2000,0.177214931039536,0.144249545886739,0,0,0.319668471759778,0.04259974303835,0.262591632047275,0.053675676228321,1,0,0
"300",2020,37,"Vaishali","125","Vaishali",3,"Ajay kumar kushwaha","MALE",36,"GENERAL","LJP",33351,17.1847706790744,79366,0,220134,190071,298186,0,149787,15677,1010000,0,0,953221,1010000,0,0.0832608597586499,0.230937002017371,0.199398670402771,0.312819377667928,0,0.157137746650567,0.0164463435027134,1,0,0
"301",2020,31,"Saran","117","Marhaura",1,"JITENDRA KUMAR RAY","MALE",41,"GENERAL","RJD",59812,39.43717692,196210,81635,12030,10000,492000,260820,30684,15621,760985,0,530000,1099000,1290985,0.0742811646951774,0.178535031847134,0.0109463148316652,0.00909918107370337,0.447679708826206,0.237324840764331,0.0279199272065514,0.014213830755232,0.589460760582036,0,0.410539239417964
"302",2020,4,"Banka","159","Amarpur",2,"Jitendra Singh","MALE",42,"GENERAL","INC",51194,31.22861169,38492,181366,98311,180324,662880,184863,16112,15566,57000,2e+06,0,1377914,2057000,0.1316235991506,0.0279349799769797,0.0713477038479905,0.130867383595783,0.481075016292744,0.134161493387831,0.0116930374464589,0.0112967863016124,0.0277102576567817,0.972289742343218,0
"303",2020,2,"Arwal","215","Kurtha",3,"Bhuwneshwar pathak","MALE",58,"GENERAL","LJP",20509,14.95435455,133648,83400,158440,282000,389350,0,67070,15450,20000,0,1247600,1129358,1267600,0.0738472654375318,0.118339800134236,0.140292095154946,0.249699386731223,0.344753390864544,0,0.059387722936394,0.0136803387411255,0.0157778479015462,0,0.984222152098454
"304",2020,17,"Khagaria","150","Beldaur",4,"Nagendra Singh Tyagi","MALE",45,"GENERAL","JAPL",10580,5.97763753368777,13104,0,411350,0,327892,0,27751,15300,0,0,944600,795397,944600,0,0.0164747918335121,0.517163127343955,0,0.412236908110038,0,0.0348894954343554,0.0192356772781391,0,0,1
"305",2020,19,"Lakhisarai","168","Lakhisarai",1,"VIJAY KUMAR SINHA","MALE",54,"GENERAL","BJP",74212,38.19670697,0,263207,260280,2000,804000,108000,0,15300,1521000,1500000,53873,1452787,3074873,0.181173840349618,0,0.17915909214496,0.00137666430109851,0.553419049041601,0.0743398722593195,0,0.0105314819034036,0.494654575977609,0.487825025618944,0.0175203984034463
"306",2020,31,"Saran","122","Sonepur",2,"VINAY KUMAR SINGH","MALE",55,"GENERAL","BJP",66561,39.17749682,0,243094,173054,36993,647372,774071,7843,15211,211000,1500000,544000,1897638,2255000,0.128103463358133,0,0.0911944216968674,0.0194942344114104,0.341146203859746,0.407912889602759,0.0041330327491334,0.00801575432195182,0.093569844789357,0.665188470066519,0.241241685144124
"307",2020,12,"Gopalganj","100","Barauli",2,"REYAZUL HAQUE Urf RAJU","MALE",55,"GENERAL","RJD",67801,38.50885463,0,19500,164000,0,1519400,0,550733,15200,1479020,0,779813,2268833,2258833,0.00859472689263599,0,0.072283856943195,0,0.669683489265186,0,0.242738447474979,0.00669947942400344,0.654771733899762,0,0.345228266100238
"308",2020,24,"Nalanda","172","Biharsharif",5,"Ritu Kumar Alias Bhosu Bhai Yadav","MALE",37,"GENERAL","IND",2450,1.333021388,5150,0,221891,0,47000,0,68924,15008,176000,0,222300,357973,398300,0,0.0143865598802144,0.61985401133605,0,0.131294818324287,0,0.192539660812408,0.0419249496470404,0.441877981421039,0,0.558122018578961
"309",2020,21,"Madhubani","33","Khajauli",2,"SITARAM YADAV","MALE",68,"GENERAL","RJD",60472,32.3661801463308,0,350590,713842,0,249600,104750,0,15000,1433422,0,0,1433782,1433422,0.244521133617244,0,0.49787345635529,0,0.174085042217018,0.0730585263310601,0,0.0104618414793881,1,0,0
"310",2020,21,"Madhubani","35","Bisfi",1,"HARIBHUSHAN THAKUR BACHOL","MALE",51,"GENERAL","BJP",86787,48.4332185569427,537469,441554,76933.25,39380,1177384,273900,0,15000,229305,1500000,927501,2561620.25,2656806,0.172372934668985,0.2098160334265,0.0300330425635884,0.0153730827198138,0.459624723844215,0.106924513889207,0,0.00585566888768934,0.0863085223384771,0.564587704183143,0.34910377347838
"311",2020,18,"Kishanganj","52","Bahadurganj",1,"MOHAMMAD ANZAR NAYEEMI","MALE",47,"GENERAL","AIMIM",85855,49.7738999362282,107492,240319,109615,17700,604860,40714,25529,15000,461000,0,8e+05,1161229,1261000,0.206952289341723,0.0925674436308428,0.0943956790607193,0.0152424715538451,0.52087917198072,0.0350611292001836,0.0219844664575204,0.012917348774445,0.36558287073751,0,0.63441712926249
"312",2020,18,"Kishanganj","53","Thakurganj",2,"Gopal Kumar Agarwal","MALE",50,"GENERAL","IND",56022,29.0829993562722,59664,0,680746,0,652359,0,10000,15000,1417769,0,0,1417769,1417769,0,0.0420830191660278,0.480152972733922,0,0.460130670088004,0,0.00705333520481827,0.0105800028072274,1,0,0
"313",2020,37,"Vaishali","124","Lalganj",4,"raj kumar shah","MALE",56,"GENERAL","LJP",11281,5.88118760263796,0,28850,301637,114091,414800,55450,20990,15000,636000,5e+05,1136000,950818,2272000,0.0303422947398976,0,0.317239471697002,0.119992469641929,0.436255939622515,0.0583182060078795,0.0220757284780053,0.0157758898127717,0.279929577464789,0.220070422535211,0.5
"314",2020,37,"Vaishali","126","mahua",5,"Vinod kumar","MALE",55,"GENERAL","IND",4898,2.8472440212526,28290,0,66000,0,198400,0,0,15000,214260,0,330500,307690,544760,0,0.0919431895739218,0.214501608762066,0,0.64480483603627,0,0,0.0487503656277422,0.393310815772083,0,0.606689184227917
"315",2020,37,"Vaishali","128","Raghopur",2,"Satish kumar","MALE",54,"GENERAL","BJP",59230,29.6367830355311,174040,35325,559293,25300,779900,25250,0,15000,71000,1500000,0,1614108,1571000,0.0218851526663643,0.107824259591056,0.346502836241441,0.0156742919308993,0.483177086043809,0.0156433150693758,0,0.00929305845705492,0.0451941438574157,0.954805856142584,0
"316",2020,37,"Vaishali","130","Patepur",4,"SANJAY RAM","MALE",42,"SC","IND",2858,1.72293224017362,11178,0,0,0,0,0,0,15000,0,0,0,26178,0,0,0.426999770799908,0,0,0,0,0,0.573000229200092,0,0,0
"317",2020,30,"Samastipur","138","Bibhutipur",1,"Ajay Kumar","MALE",50,"GENERAL","CPIM",73822,44.99942091,532416,0,40004,81257,488917,0,13196,15000,0,779000,263285,1170790,1042285,0,0.454749357271586,0.0341683820326446,0.0694035651141537,0.417595811375225,0,0.0112710221303564,0.0128118620760341,0,0.747396345529294,0.252603654470706
"318",2020,17,"Khagaria","151","Parbatta",2,"Digambar Prasad Tiwary","MALE",64,"GENERAL","RJD",76275,41.1017588481269,660023,21790,61536,0,775000,0,188718,15000,1800000,0,0,1722067,1800000,0.012653398503078,0.383273705378478,0.0357338012980912,0,0.450040561720305,0,0.109588070615139,0.00871046248490912,1,0,0
"319",2020,28,"Rohtas","210","Dinara",3,"Jai Kumar Ram","MALE",56,"GENERAL","JD(U)",27252,16.00422833,0,1244343,54812,0,65300,221000,274188,15000,25000,0,144500,1874643,169500,0.663775982947153,0,0.0292386337025236,0,0.0348332989267823,0.117889112753735,0.146261448179733,0.00800152349007251,0.147492625368732,0,0.852507374631268
"320",2020,11,"GAYA","232","Belaganj",1,"SURENDRA PRASAD YADAV","MALE",61,"GENERAL","RJD",79708,46.91272284,10400,140505,172333,405150,841975,350156,0,15000,3200000,0,0,1935519,3200000,0.0725929324382762,0.0053732358091034,0.08903710064329,0.209323700774831,0.435012521189407,0.180910649805039,0,0.00774985934005298,1,0,0
"321",2020,11,"GAYA","232","Belaganj",3,"RAMASHRAY SHARMA","MALE",58,"GENERAL","LJP",12005,7.065630021,0,60235,1600,57240,220350,23560,10000,15000,274000,0,99000,387985,373000,0.155250847326572,0,0.0041238707681998,0.147531476732348,0.567934327358016,0.0607239970617421,0.0257741923012488,0.0386612884518731,0.734584450402145,0,0.265415549597855
"322",2020,25,"Nawada","237","Nawada",5,"Rajendra Prasad Sahu","MALE",61,"GENERAL","IND",4032,2.22970619,106214,0,0,134200,326340,0,0,15000,85000,0,650000,581754,735000,0,0.182575452854643,0,0.230681697074709,0.560958755762745,0,0,0.0257840943079033,0.115646258503401,0,0.884353741496599
"323",2020,24,"Nalanda","172","Biharsharif",3,"Afreen Sultana","FEMALE",35,"GENERAL","IND",13443,7.314206743,31500,0,67300,0,155840,4760,25200,14984,110000,0,4e+05,299584,510000,0,0.105145802179022,0.224644840845973,0,0.520187994018372,0.015888698995941,0.0841166417432173,0.0500160222174749,0.215686274509804,0,0.784313725490196
"324",2020,19,"Lakhisarai","167","Suryagarha",1,"PRAHLAD YADAV","MALE",59,"GENERAL","RJD",62306,32.82459237,192689,0,280066,209485,835000,331808,0,14805,1860000,0,185000,1863853,2045000,0,0.103382080024551,0.150261850049333,0.112393520304445,0.447996703602698,0.178022623028747,0,0.00794322299022509,0.909535452322738,0,0.0904645476772616
"325",2020,35,"siwan","112","maharaj ganj",2,"hemnarayan shaw","MALE",58,"GENERAL","JD(U)",46849,46.4895456,87545,25484,14100,776000,883304,0,5000,14720,255000,1e+06,411005,1806153,1666005,0.0141095466441658,0.0484704230483243,0.00780664760958789,0.429642450002851,0.489052699300668,0,0.00276831475517301,0.00814991863922935,0.153060765123754,0.600238294602957,0.246700940273288
"326",2020,17,"Khagaria","150","Beldaur",1,"Panna Lal Singh Patel","MALE",71,"GENERAL","JD(U)",56541,31.9453311712893,12960,55695,642627,0,399484,0,583869,14719,890000,1e+06,830000,1709354,2720000,0.032582484377139,0.00758181160836199,0.375947287688799,0,0.233704662697136,0,0.341572898299592,0.00861085532897223,0.327205882352941,0.367647058823529,0.305147058823529
"327",2020,27,"Purnia","58","Kasba",1,"MD. AFAQUE ALAM","MALE",62,"GENERAL","INC",77410,41.1215052563919,0,17160,624785,0,371093.9,0,0,14438,115000,2800000,0,1027476.9,2915000,0.016701105397114,0,0.608076930975285,0,0.361170066207814,0,0,0.0140518974197863,0.039451114922813,0.960548885077187,0
"328",2020,10,"PURVI CHAMPARAN","18","Madhuban",2,"Madan Prasad","MALE",49,"GENERAL","RJD",67301,43.8591575,126702,144730,572050,0,699150,15000,0,14398,602100,0,857000,1572030,1459100,0.092065673046952,0.0805976985172039,0.3638925465799,0,0.444743420927082,0.00954180263735425,0,0.00915885829150843,0.412651634569255,0,0.587348365430745
"329",2020,16,"Katihar","67","Manihari",3,"ANIL KUMAR ORAON","MALE",34,"ST","LJP",20441,11.2771709147082,6520,36104,220059,0,186436,140875,0,14100,806100,0,0,604094,806100,0.0597655331786113,0.0107930222779898,0.364279400225793,0,0.308620843775969,0.233200462179727,0,0.0233407383619106,1,0,0
"330",2020,30,"Samastipur","139","Rosera",5,"SURENDRA DAS","MALE",51,"SC","IND",3556,1.955307263,42000,0,81850,0,117890,0,0,14000,255740,0,0,255740,255740,0,0.164229295378118,0.320051614921405,0,0.460975991241104,0,0,0.0547430984593728,1,0,0
"331",2020,27,"Purnia","59","Banmankhi",2,"Upendra Sharma","MALE",45,"SC","RJD",65851,36.4061057391958,0,149860,551297,0,115185,0,170770,13990,10000,0,635317,1001102,645317,0.149695036070251,0,0.550690139466308,0,0.115058205857145,0,0.170582018615486,0.0139745999908101,0.0154962599776544,0,0.984503740022346
"332",2020,31,"Saran","116","Taraiya",1,"Janak Singh","MALE",59,"GENERAL","BJP",53430,32.15091615,641117.5,187870,96197.25,103982,595900,128400,0,13980,76000,1500000,0,1767446.75,1576000,0.106294574362707,0.36273652940322,0.0544272408772711,0.0588317582976687,0.337153014652351,0.0726471674464874,0,0.00790971496029513,0.0482233502538071,0.951776649746193,0
"333",2020,7,"Bhojpur","196","Tarari",5,"santosh Singh Chandrawanshi","MALE",42,"GENERAL","RLSP",2278,1.341128125,0,73200,48812.43,0,286600,43300,10000,13787.57,288000,0,190000,475700,478000,0.153878494849695,0,0.102611793146941,0,0.602480554971621,0.0910237544671011,0.0210216523018709,0.0289837502627707,0.602510460251046,0,0.397489539748954
"334",2020,15,"Kaimur","203","Ramgrah",2,"Ambika Singh","MALE",65,"GENERAL","BSP",57894,32.29502527,117620,0,141370,0,545222,0,11650,13650,29500,0,885001,829512,914501,0,0.141794211536421,0.170425503187416,0,0.657280425117418,0,0.0140444020098564,0.0164554581488875,0.0322580292421769,0,0.967741970757823
"335",2020,12,"Gopalganj","101","Gopalganj",4,"Abdul Salam","MALE",47,"GENERAL","JNSNGHDL",2450,1.36977110845233,225238,0,23977,0,449782,0,11250,13500,425500,0,307000,723747,732500,0,0.311210961841638,0.0331289801546673,0,0.621463025062626,0,0.0155441058823042,0.018652927058765,0.580887372013652,0,0.419112627986348
"336",2020,30,"Samastipur","140","Hasanpur",3,"ARJUN PRASAD YADAV","MALE",54,"GENERAL","JAPL",9882,5.767614512,72530,0,288382,0,280862,8400,0,13500,656674,0,7000,663674,663674,0,0.109285582982006,0.434523576334164,0,0.423192712084548,0.0126568164490397,0,0.0203413121502424,0.989452652959134,0,0.0105473470408664
"337",2020,10,"PURVI CHAMPARAN","17","Pipra",1,"SHYAMBABU PRASAD YADAV","MALE",53,"GENERAL","BJP",88587,44.18282203,0,483522,68933,10000,477050,681912,0,13470,24000,1500000,210887,1734887,1734887,0.278705183680551,0,0.0397334235601512,0.00576406417247925,0.274974681348122,0.393058452798367,0,0.00776419444032954,0.0138337540139502,0.864609625871887,0.121556620114163
"338",2020,5,"BEGUSARAI","141","Cheria Bariarpur",4,"SUDARSHAN SINGH","MALE",59,"GENERAL","RLSP",10591,6.977357024,94593,0,91350,235604,304743,242400,0,13460,943396,0,863126,982150,1806522,0,0.0963121722751107,0.0930102326528534,0.239885964465713,0.310281525225271,0.246805477778343,0,0.0137046276027083,0.522216723626947,0,0.477783276373053
"339",2020,8,"Buxar","199","Brahampur",1,"Shambhu Nath Yadav","MALE",56,"GENERAL","RJD",90176,48.6396686,197170,453044,231112,16650,434500,206100,10000,13375,1218033,378074,25844,1561951,1621951,0.290050071993296,0.126233153280737,0.147963668514569,0.0106597454081466,0.278177740530913,0.13195036207922,0.00640224949438235,0.00856300869873639,0.750967815920456,0.233098287186234,0.0159338968933094
