"","Election Year","District Number","District","Constituency No","Constituency","Position","Candidate's Name","Sex","Age","Category","Party","Total Votes","Votes Polled (%)","Public Meeting Non-Star","Public Meeting Star","Campaign Material","Media","Vehicle","Campaign Worker","Other Expenditure","Publication of Criminal Case","Own Fund","Party Fund","Another Person Fund","Total_Exp","Total_Fund_Rec","PMSbyTE","PMNSbyTE","CMbyTE","MedbyTE","VehbyTE","CWbyTE","OEbyTE","PoCCbyTE","OFbyTF","PFbyTF","APFbyTF"
"597",2020,16,"Katihar","63","Katihar",5,"Sanjay Singh","MALE",40,"GENERAL","IND",1493,0.875382576779202,0,0,0,0,35060,0,0,0,0,0,0,35060,0,0,0,0,0,1,0,0,0,0,0,0
"598",2020,16,"Katihar","64","Kadwa",2,"CHANDRA BHUSHAN THAKUR","MALE",58,"GENERAL","LJP",38865,22.9048797736917,110831,0,119144,0,230275,65750,0,0,40000,0,486000,526000,526000,0,0.210705323193916,0.226509505703422,0,0.437785171102662,0.125,0,0,0.0760456273764259,0,0.923954372623574
"599",2020,16,"Katihar","64","Kadwa",4,"HIMRAJ SINGH","MALE",60,"GENERAL","IND",5164,3.04337576614804,19071,0,0,0,314590,10520,0,0,543800,0,0,344181,543800,0,0.0554097989139435,0,0,0.914024888067616,0.0305653130184409,0,0,1,0,0
"600",2020,16,"Katihar","65","Balrampur",2,"BARUN KUMAR JHA","MALE",49,"GENERAL","VSIP",50892,24.8934890113922,11190,55240,232727,0,177091,92600,0,0,89247,0,47960,568848,137207,0.0971085421764689,0.0196713357522572,0.409119835175653,0,0.31131514921385,0.162785137681771,0,0,0.650455151705088,0,0.349544848294912
"601",2020,16,"Katihar","65","Balrampur",3,"SANGITA DEVI","FEMALE",33,"GENERAL","LJP",8949,4.37734483146562,15418,0,269479,0,0,177141,45740,0,307178,2e+05,0,507778,507178,0,0.0303636628605414,0.530702393565692,0,0,0.348855208378465,0.0900787351953019,0,0.605661128834453,0.394338871165547,0
"602",2020,16,"Katihar","65","Balrampur",5,"AZAD KHAN","MALE",43,"GENERAL","RaJPa",4747,2.32196400882415,0,0,97631,0,15892,0,0,0,5000,0,110000,113523,115000,0,0,0.860010746720929,0,0.139989253279071,0,0,0,0.0434782608695652,0,0.956521739130435
"603",2020,16,"Katihar","66","Pranpur",1,"NISHA SINGH","FEMALE",41,"GENERAL","BJP",79974,39.9696132182501,205882.858,308512.25,296448,0,357509.6,581928.3,0,0,251092,1500000,0,1750281.008,1751092,0.176264410451742,0.11762845912112,0.169371660119162,0,0.204258401003001,0.332477069304976,0,0,0.143391666457274,0.856608333542726,0
"604",2020,16,"Katihar","66","Pranpur",2,"TAUQUIR ALAM","MALE",37,"GENERAL","INC",77002,38.484259347184,214179.7,499218.5,148054,9725,268548.1,79785,0,0,72000,2800000,0,1219510.3,2872000,0.409359806145139,0.175627626925332,0.121404468662544,0.00797451239239226,0.220209784206005,0.0654238016685878,0,0,0.0250696378830084,0.974930362116992,0
"605",2020,16,"Katihar","66","Pranpur",4,"KISHOR MANDAL","MALE",54,"GENERAL","IND",3603,1.80071668824062,120396,0,76214,0,98020.6,0,5.9,0,91000,0,205075,294636.5,296075,0,0.408625543678397,0.258671277998483,0,0.332683153648648,0,2.00246744717644e-05,0,0.307354555433589,0,0.692645444566411
"606",2020,16,"Katihar","67","Manihari",1,"MANOHAR PRASAD SINGH","MALE",71,"ST","INC",83032,45.8082312699989,130188,0,165439.2,9400,404007.5,612000,0,0,629106,2800000,0,1321034.7,3429106,0,0.098550022947921,0.125234560454771,0.00711563443412955,0.305826561558148,0.46327322060503,0,0,0.1834606454277,0.8165393545723,0
"607",2020,16,"Katihar","67","Manihari",2,"SHAMBHU KUMAR SUMAN","MALE",36,"ST","JD(U)",61823,34.1073595939534,357934,0,0,0,190959.35,0,0,0,285001,1e+06,0,548893.35,1285001,0,0.652101177760671,0,0,0.347898822239329,0,0,0,0.221790488878997,0.778209511121003,0
"608",2020,16,"Katihar","67","Manihari",4,"RAMESHWAR HEMBRAM","MALE",63,"ST","IND",2568,1.41674942072162,0,0,25109,0,44535,22250,0,0,30000,0,105000,91894,135000,0,0,0.27323873158204,0,0.484634470150391,0.242126798267569,0,0,0.222222222222222,0,0.777777777777778
"609",2020,16,"Katihar","67","Manihari",5,"GORETI MURMU","FEMALE",38,"ST","AIMIM",2475,1.36544190665343,64140.5,0,11273,0,59186,0,0,0,72500,0,180202,134599.5,252702,0,0.476528516079183,0.0837521684701652,0,0.439719315450652,0,0,0,0.286899193516474,0,0.713100806483526
"610",2020,16,"Katihar","68","Barari",1,"Bijay Singh","MALE",47,"GENERAL","JD(U)",81752,44.7096269640308,88049,60710,11996,0,350535,254641,26801,0,14880,1e+06,7e+05,792732,1714880,0.0765832589071717,0.111070323892564,0.0151324785677884,0,0.442186009899941,0.321219529424825,0.0338083993077105,0,0.00867699197611495,0.583131181190521,0.408191826833364
"611",2020,16,"Katihar","68","Barari",3,"Bibhash Chandra Choudhary","MALE",64,"GENERAL","LJP",7920,4.33139550781784,95134,34510,183280,0,248959,0,0,0,376000,0,188612,561883,564612,0.0614184803597902,0.169312828471408,0.326188904095693,0,0.44307978707311,0,0,0,0.665944046531069,0,0.334055953468931
"612",2020,16,"Katihar","68","Barari",5,"Srikant Mandal","MALE",42,"GENERAL","IND",1943,1.06261382218309,23605,0,22700,0,62510,14110,0,0,131008,0,0,122925,131008,0,0.192027659141753,0.184665446410413,0,0.508521456172463,0.114785438275371,0,0,1,0,0
"613",2020,16,"Katihar","69","Korha",1,"KAVITA DEVI","FEMALE",44,"SC","BJP",104625,53.3093855090186,64513,375402,448809,0,661540,106248,68934,0,156512,1500000,0,1725446,1656512,0.217568095437354,0.037389173581787,0.260111878320156,0,0.383402320327614,0.0615771226685738,0.0399514096645157,0,0.0944828652010972,0.905517134798903,0
"614",2020,16,"Katihar","69","Korha",3,"WAKIL DAS","MALE",53,"SC","JAPL",3654,1.8618159584225,153382,0,190234,0,239660,8881,0,0,95108,123000,420000,592157,638108,0,0.259022522743124,0.321256018251916,0,0.404723747249463,0.0149977117554973,0,0,0.149046869808872,0.192757338883073,0.658195791308054
"615",2020,16,"Katihar","69","Korha",5,"JAI PRAKAS DAS","MALE",63,"SC","IND",1467,0.747477835524304,24840,0,82777,0,66500,50900,5130,0,3e+05,0,0,230147,3e+05,0,0.107931018001538,0.359670123877348,0,0.28894576075291,0.221162995824408,0.0222901015437959,0,1,0,0
"616",2020,20,"Madhepura","70","Alamnagar",2,"NABIN KUMAR","MALE",35,"GENERAL","RJD",73837,34.69311043,0,145800,868239,112537,477246,95236,0,0,1350000,0,75500,1699058,1425500,0.0858122559677186,0,0.511011984287764,0.0662349372416951,0.280888586499107,0.056052236003715,0,0,0.9470361276745,0,0.0529638723254998
"617",2020,20,"Madhepura","70","Alamnagar",3,"SUNILA DEVI","FEMALE",40,"GENERAL","LJP",9287,4.363597066,0,21880,267116,0,230714,69606,19720,0,85000,0,0,609036,85000,0.0359256267281409,0,0.438588195114903,0,0.378818329294163,0.114288810513664,0.0323790383491288,0,1,0,0
"618",2020,20,"Madhepura","70","Alamnagar",4,"SARVESHWAR PRASAD SINGH","MALE",54,"GENERAL","JAPL",8466,3.977841366,0,9878,346770,0,228704,37177,0,0,210000,0,435000,622529,645000,0.0158675338819557,0,0.557034290771996,0,0.367378869096861,0.0597193062491868,0,0,0.325581395348837,0,0.674418604651163
"619",2020,20,"Madhepura","71","Bihariganj",1,"NIRANJAN KUMAR MEHTA","MALE",49,"GENERAL","JD(U)",81531,43.62676113,0,144650,946450,0,1054103,41500,10410,0,3e+05,1e+06,1144800,2197113,2444800,0.065836395306022,0,0.430769832958068,0,0.479767312832795,0.018888423126166,0.00473803577694911,0,0.12270942408377,0.409031413612565,0.468259162303665
"620",2020,20,"Madhepura","71","Bihariganj",2,"SUBHASHINI BUNDELA ALIAS SUBHASHINI SHARAD YADAV","FEMALE",30,"GENERAL","INC",62820,33.61461449,0,235580,498780,248270,772650,120400,34470.94,0,10000,2800000,5e+05,1910150.94,3310000,0.123330567792721,0,0.261120725883579,0.12997402184353,0.404496829973028,0.0630316680628391,0.0180461864443027,0,0.00302114803625378,0.845921450151057,0.151057401812689
"621",2020,20,"Madhepura","71","Bihariganj",5,"SHAKUNTALA DEVI","FEMALE",57,"ST","SANVP",4883,2.612864734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622",2020,20,"Madhepura","72","Singheshwar(SC)",1,"CHANDRAHAS CHAUPAL","MALE",44,"SC","RJD",86181,45.13275727,0,0,789975,0,387752.9,117660,0,0,396000,257725,1434544,1295387.9,2088269,0,0,0.609836636578125,0,0.299333427462152,0.090829935959723,0,0,0.189630742016474,0.123415613601504,0.686953644382022
"623",2020,20,"Madhepura","72","Singheshwar(SC)",3,"AMIT KUMAR BHARTI","MALE",54,"SC","LJP",5607,2.093741817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624",2020,20,"Madhepura","72","Singheshwar(SC)",5,"SHIVJEE RAM","MALE",45,"SC","AMJNMTP",2354,1.232783451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625",2020,20,"Madhepura","73","Madhepura",1,"CHANDRA SHEKHAR","MALE",59,"GENERAL","RJD",81116,39.52058465,0,75870,0,89751,550639,117170,611585,0,1361030,484815,141000,1445015,1986845,0.0525046452804988,0,0,0.0621107739366027,0.381061096251596,0.0810856634706214,0.423237821060681,0,0.685020723810866,0.24401249216723,0.0709667840219041
"626",2020,20,"Madhepura","73","Madhepura",2,"NIKHIL MANDAL","MALE",39,"GENERAL","JD(U)",65070,31.70280146,0,319475,1068943,0,636222,417294,35024.33,0,1000,1e+06,1898009,2476958.33,2899009,0.128978754357971,0,0.431554696360193,0,0.256856157931409,0.168470335146898,0.0141400562035293,0,0.000344945462397668,0.344945462397668,0.654709592139935
"627",2020,20,"Madhepura","73","Madhepura",4,"SAAKAR SURESH YADAV","MALE",44,"GENERAL","LJP",6356,3.096711328,0,99085,78260,0,1035454,603405,31191,0,3011602,0,0,1847395,3011602,0.0536349833143426,0,0.042362353476111,0,0.560494101153245,0.326624787876984,0.0168837741793174,0,1,0,0
"628",2020,20,"Madhepura","73","Madhepura",5,"SHASHI KUMAR","MALE",34,"GENERAL","IND",5566,2.71181486,0,6500,363632,99225,325000,5000,70419,0,801001,0,0,869776,801001,0.00747318849910782,0,0.418075458508857,0.11408109674215,0.373659424955391,0.00574860653777524,0.080962224756719,0,1,0,0
"629",2020,29,"Saharsa","74","Sonbarsha",1,"RATNESH SADA","MALE",49,"SC","JD(U)",67678,40.19933949,24984,0,276250,4200,305061,458000,58752,0,127247,1e+06,0,1127247,1127247,0,0.0221637316400044,0.245066076911271,0.00372589148607182,0.270624805388704,0.406299595385927,0.0521198991880218,0,0.11288297950671,0.88711702049329,0
"630",2020,29,"Saharsa","74","Sonbarsha",2,"TARNI RISHIDEO","MALE",47,"SC","INC",54212,32.20081256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631",2020,29,"Saharsa","74","Sonbarsha",3,"SARITA DEVI","FEMALE",40,"SC","LJP",13566,8.057924873,0,25000,55500,0,72000,0,235595,0,187595,2e+05,0,388095,387595,0.0644172174338757,0,0.143006222703204,0,0.185521586209562,0,0.607054973653358,0,0.483997471587611,0.516002528412389,0
"632",2020,29,"Saharsa","74","Sonbarsha",4,"RAJESH RAM","MALE",32,"SC","IND",4893,2.906341324,0,0,0,0,5492,35232,0,0,14000,0,32000,40724,46000,0,0,0,0,0.134859051173755,0.865140948826245,0,0,0.304347826086957,0,0.695652173913043
"633",2020,29,"Saharsa","74","Sonbarsha",5,"MANOJ PASWAN","MALE",43,"SC","JAPL",4790,2.845161444,0,15350,0,0,221900,59191,0,0,151560,0,214500,296441,366060,0.0517809614729407,0,0,0,0.748546928393846,0.199672110133214,0,0,0.414030486805442,0,0.585969513194558
"634",2020,29,"saharsa","75","Sonbarsha",1,"Alok ranjan","MALE",46,"GENERAL","BJP",103538,45.59016495,191945,134634,155112,289765,528755,464933,0,0,1587919,177267,0,1765144,1765186,0.076273663791736,0.108741836360093,0.0878749835707455,0.164159411356807,0.29955346419329,0.263396640727329,0,0,0.899576022016943,0.100423977983057,0
"635",2020,29,"Saharsa","75","saharsa",2,"Lovely Anand","FEMALE",54,"GENERAL","RJD",83859,36.92504822,27588,24085,0,0,321470,0,0,0,775935,0,0,373143,775935,0.0645462999439893,0.07393412177101,0,0,0.861519578285001,0,0,0,1,0,0
"636",2020,29,"Saharsa","75","saharsa",3,"Kishor Kumar","MALE",49,"GENERAL","IND",12592,5.54454748,0,0,0,0,0,1071000,1177580,0,910000,0,1330000,2248580,2240000,0,0,0,0,0,0.476300598600005,0.523699401399995,0,0.40625,0,0.59375
"637",2020,29,"Saharsa","75","saharsa",4,"Ranjit Kumar Rana","MALE",42,"GENERAL","IND",9994,4.400588272,3427,0,121250,0,161950,51606,31725,0,150000,0,255303,369958,405303,0,0.00926321366209137,0.327739905610907,0,0.43775239351494,0.139491509847064,0.0857529773649982,0,0.370093485614466,0,0.629906514385534
"638",2020,29,"Saharsa","75","saharsa",5,"Siyaram Paswan","MALE",29,"SC","IND",3276,1.442498217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639",2020,29,"Saharsa","76","Simri Bakhtirapur",2,"MUKESH SAHANI","MALE",41,"GENERAL","VSIP",73925,37.58261312,1688580,0,0,0,0,0,0,0,0,0,0,1688580,0,0,1,0,0,0,0,0,0,0,0,0
"640",2020,29,"Saharsa","76","Simri Bakhtirapur",3,"SANJAY KUMAR SINGH","MALE",48,"GENERAL","LJP",6962,3.539400102,50270,20000,0,41500,206630,425000,0,0,1208892,0,0,743400,1208892,0.0269034167339252,0.067621737960721,0,0.0558245897228948,0.277952649986548,0.571697605595911,0,0,1,0,0
"641",2020,29,"Saharsa","76","Simri Bakhtirapur",4,"UMESH CHANDRA BHARTI","MALE",59,"GENERAL","AMiP",5296,2.692425013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642",2020,29,"Saharsa","76","Simri Bakhtirapur",5,"KHAGESH KUMAR SAH","MALE",29,"GENERAL","IND",4752,2.415861718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643",2020,29,"Saharsa","77","Mahishi",1,"GUNJESHWAR SAH","MALE",71,"GENERAL","JD(U)",66316,37.82849515,77785,0,0,17400,0,625500,0,0,0,1e+06,0,720685,1e+06,0,0.107932036881578,0,0.0241436966219638,0,0.867924266496458,0,0,0,1,0
"644",2020,29,"Saharsa","77","Mahishi",2,"GAUTAM KRISHNA","MALE",35,"GENERAL","RJD",64686,36.89869771,0,17685,0,0,17200,0,0,0,0,0,0,34885,0,0.506951411781568,0,0,0,0.493048588218432,0,0,0,0,0,0
"645",2020,29,"Saharsa","77","Mahishi",3,"ABDUR RAZZAQUE","MALE",27,"GENERAL","LJP",22110,12.61216038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646",2020,9,"Darbhanga","78","Kusheshwar Asthan",3,"POONAM KUMARI","FEMALE",34,"SC","LJP",13362,9.790373752,28750,256450,12035,0,177341,22580,37125,0,0,0,0,534281,0,0.479990866229568,0.0538106352275301,0.0225255998248113,0,0.331924586500362,0.0422624049891349,0.0694859072285932,0,0,0,0
"647",2020,9,"Darbhanga","78","Kusheshwar Asthan",5,"YOGI CHAUPAL","MALE",42,"SC","IND",3489,2.556399792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648",2020,9,"Darbhanga","79","Gaura Bauram",4,"DR IZHAR AHMAD","MALE",59,"GENERAL","IND",5485,3.801108801,239075,0,0,0,95200,0,0,0,0,0,0,334275,0,0,0.715204547154289,0,0,0.284795452845711,0,0,0,0,0,0
"649",2020,9,"Darbhanga","79","Gaura Bauram",5,"RAJNI MAHATO","FEMALE",50,"GENERAL","IND",3407,2.361053361,0,0,14900,0,95690,320580,0,0,431170,0,0,431170,431170,0,0,0.0345571352366816,0,0.221931024885776,0.743511839877543,0,0,1,0,0
"650",2020,9,"Darbhanga","80","Benipur",1,"Binay Kumar Choudhary","MALE",54,"GENERAL","JD(U)",61416,37.57985168,50417,76345,18440,294908,369965,228545,52650,0,566000,1e+06,0,1091270,1566000,0.069959771642215,0.046200298734502,0.0168977429966919,0.270242927964665,0.33902242341492,0.209430296810139,0.0482465384368671,0,0.361430395913155,0.638569604086845,0
"651",2020,9,"Darbhanga","80","Benipur",3,"Kamal Ram Vinod Jha","MALE",50,"GENERAL","LJP",17616,10.77905867,50285,40250,340500,35000,355600,952705,34900,0,15000,0,2500000,1809240,2515000,0.0222469103048794,0.027793438128717,0.188200570405253,0.0193451393955473,0.196546616258761,0.52657745793814,0.0192898675687029,0,0.00596421471172962,0,0.99403578528827
"652",2020,9,"Darbhanga","80","Benipur",4,"Ram Kumar Jha","MALE",42,"GENERAL","IND",6221,3.806569254,37000,0,4000,0,45700,195100,0,0,10000,0,332000,281800,342000,0,0.131298793470546,0.014194464158978,0,0.162171753016324,0.692334989354152,0,0,0.0292397660818713,0,0.970760233918129
"653",2020,9,"Darbhanga","80","Benipur",5,"Rajeev Kumar","MALE",32,"GENERAL","RLSP",4641,2.839782657,163040,215780,54000,0,80000,207000,0,0,107100,0,612740,719820,719840,0.299769386791142,0.226501069711872,0.0750187546886722,0,0.11113889583507,0.287571892973243,0,0,0.148783062902867,0,0.851216937097133
"654",2020,9,"Darbhanga","81","Alinagar",1,"Mishri Lal Yadav","MALE",63,"GENERAL","VSIP",61082,38.62062861,30000,84080,117500,0,441300,229400,194827,0,996000,0,0,1097107,996000,0.0766379213695656,0.0273446436856205,0.107099854435347,0,0.402239708615477,0.209095375382711,0.177582496511279,0,1,0,0
"655",2020,9,"Darbhanga","81","Alinagar",2,"Binod Mishra","MALE",58,"GENERAL","RJD",57981,36.65994347,0,163860,202600,0,185843,204500,154000,0,299000,0,450000,910803,749000,0.179907180806387,0,0.222441076720213,0,0.204043025769568,0.22452714802213,0.169081568681702,0,0.399198931909212,0,0.600801068090788
"656",2020,9,"Darbhanga","81","Alinagar",3,"Sanjay Kumar Singh","MALE",45,"GENERAL","JAPL",9737,6.1564628,0,44830,711590,0,501933,90500,172859,0,340000,0,1140003,1521712,1480003,0.0294602395196989,0,0.467624622793275,0,0.329847566425184,0.0594724888809446,0.113595082380897,0,0.229729264062303,0,0.770270735937697
"657",2020,9,"Darbhanga","81","Alinagar",4,"Raj Kumar Jha","MALE",50,"GENERAL","LJP",8850,5.595634773,8750,169000,0,0,40836,62500,10000,0,4e+05,0,150000,291086,550000,0.580584432092234,0.0300598448568464,0,0,0.140288437094192,0.214713177548903,0.0343541084078245,0,0.727272727272727,0,0.272727272727273
"658",2020,9,"Darbhanga","81","Alinagar",5,"Fakira Paswan","MALE",63,"SC","IND",4468,2.825005216,0,0,6500,0,57760,7000,22742,0,50000,0,45000,94002,95000,0,0,0.0691474649475543,0,0.614455011595498,0.0744665007127508,0.241931022744197,0,0.526315789473684,0,0.473684210526316
"659",2020,9,"Darbhanga","82","Darbhanga Gramin",1,"Lalit Kumar Yadav","MALE",54,"GENERAL","RJD",64929,41.2645855,44120,794295,99900,18600,342300,390000,15120,0,566335,349409,1138000,1704335,2053744,0.466043940891902,0.0258869295062297,0.0586152370279317,0.0109133474346299,0.200840797143754,0.228828252661595,0.00887149533395723,0,0.275757348530294,0.170132694240373,0.554109957229333
"660",2020,9,"Darbhanga","82","Darbhanga Gramin",2,"FARAZ FATMI","MALE",38,"GENERAL","JD(U)",62788,39.90390726,41369,229575,163326,0,437000,1191000,16521,0,0,1e+05,1453500,2078791,1553500,0.110436787536602,0.0199005094788269,0.0785677829084309,0,0.210218343258173,0.572929168925592,0.00794740789237591,0,0,0.0643707756678468,0.935629224332153
"661",2020,9,"Darbhanga","82","Darbhanga Gramin",3,"PRADEEP KUMAR THAKUR","MALE",51,"GENERAL","LJP",17605,11.18857564,17500,110000,219830,6000,256639,196936,178124,0,25000,0,1300000,985029,1325000,0.111671839103214,0.0177659744027841,0.223171094455087,0.00609119122381168,0.260539537414634,0.199929139142096,0.180831224258372,0,0.0188679245283019,0,0.981132075471698
"662",2020,9,"Darbhanga","82","Darbhanga Gramin",4,"DEO NARAYAN GUPTA","MALE",74,"GENERAL","IND",3032,1.926939014,0,0,2700,0,0,1600,15060,0,20000,0,0,19360,20000,0,0,0.139462809917355,0,0,0.0826446280991736,0.777892561983471,0,1,0,0
"663",2020,9,"Darbhanga","82","Darbhanga Gramin",5,"AZIZUR RAHAMAN","MALE",67,"GENERAL","IND",2088,1.326994941,800,0,0,0,0,0,0,0,800,0,0,800,800,0,1,0,0,0,0,0,0,1,0,0
"664",2020,9,"Darbhanga","83","Darbhanga",1,"Sanjay Saraogi","MALE",50,"GENERAL","BJP",84144,49.32065695,466107,543725,0,146800,384025,270700,32500,0,210600,1500000,11000,1843857,1721600,0.294884581613433,0.252789126271723,0,0.0796157185725357,0.208272658888406,0.146811818920882,0.0176260957330205,0,0.122328066914498,0.871282527881041,0.00638940520446097
"665",2020,9,"Darbhanga","83","Darbhanga",2,"Amar Nath Gami","MALE",49,"GENERAL","RJD",73505,43.08465118,158800,44630,109027,0,310156,292419,0,0,51000,0,1500000,915032,1551000,0.0487742505180147,0.173545843205484,0.119151024226475,0,0.338956451796221,0.319572430253805,0,0,0.0328820116054159,0,0.967117988394584
"666",2020,9,"Darbhanga","83","Darbhanga",3,"Shankar Kumar Jha","MALE",32,"GENERAL","IND",2757,1.616004126,116710,0,100661,108208,168170,219500,0,0,133340,0,580000,713249,713340,0,0.163631494751482,0.141130236425147,0.151711393917131,0.235780211398824,0.307746663507415,0,0,0.186923486696386,0,0.813076513303614
"667",2020,9,"Darbhanga","83","Darbhanga",4,"Mahendra Lal Das","MALE",67,"GENERAL","IND",2152,1.261385883,0,0,4480,0,24111,11989,0,0,40580,0,0,40580,40580,0,0,0.110399211434204,0,0.594159684573682,0.295441103992114,0,0,1,0,0
"668",2020,9,"Darbhanga","83","Darbhanga",5,"Sujeet Kumar Chaudhary","MALE",45,"GENERAL","JP",2093,1.226803278,0,0,25351,0,1500,23040,1550,0,64941,0,0,51441,64941,0,0,0.492817013666142,0,0.0291596197585583,0.447891759491456,0.0301316070838436,0,1,0,0
"669",2020,9,"Darbhanga","84","Hayaghat",1,"Ram Chandra Prasad","MALE",53,"GENERAL","BJP",67030,46.85741449,13326.25,331768,193686,150711,576300,514110,0,0,326000,1500000,0,1779901.25,1826000,0.186396857690841,0.00748707266765502,0.108818396526212,0.0846737986166367,0.32378200756924,0.288841866929415,0,0,0.178532311062432,0.821467688937568,0
"670",2020,9,"Darbhanga","84","Hayaghat",2,"Bhola Yadav","MALE",53,"GENERAL","RJD",56778,39.69073967,221162,263810,109705,623062,249609,14152,90424,0,66477,0,993800,1571924,1060277,0.167826179891649,0.140695097218441,0.0697902697585888,0.396369035653123,0.158792028113318,0.00900297978782689,0.0575244095770533,0,0.062697766715679,0,0.937302233284321
"671",2020,9,"Darbhanga","84","Hayaghat",3,"Abdus Salam Khan","MALE",42,"GENERAL","JAPL",4898,3.423953695,78900,109710,50013,0,136513,10656,68855,0,10000,0,601551,454647,611551,0.241308091772298,0.173541230889019,0.110004025100792,0,0.30026152157608,0.0234379639588516,0.151447166702959,0,0.0163518659931878,0,0.983648134006812
"672",2020,9,"Darbhanga","84","Hayaghat",4,"Ravindra Nath Singh","MALE",38,"GENERAL","IND",4575,3.198160097,0,0,104343,33700,63750,57000,10000,0,1e+05,0,173719,268793,273719,0,0,0.38819091270978,0.125375288791003,0.237171354908796,0.212059093800806,0.0372033497896151,0,0.36533817528195,0,0.63466182471805
"673",2020,9,"Darbhanga","84","Hayaghat",5,"Geeta Devi","FEMALE",48,"GENERAL","IND",1729,1.208659849,25517,0,39728,0,155354,66060,25000,0,60000,0,4e+05,311659,460000,0,0.0818747413037968,0.127472654407542,0,0.498474294020067,0.211962433300498,0.0802158769680965,0,0.130434782608696,0,0.869565217391304
"674",2020,9,"Darbhanga","85","Bahadurpur",1,"Madan Sahni","MALE",53,"GENERAL","JD(U)",68538,38.50211504,138306,145470,113930,74230,431200,288980,0,0,425000,1e+06,250000,1192116,1675000,0.122026715520973,0.11601723322227,0.0955695586671096,0.0622674303507377,0.361709766499233,0.242409295739676,0,0,0.253731343283582,0.597014925373134,0.149253731343284
"675",2020,9,"Darbhanga","85","Bahadurpur",2,"Ramesh Choudhary","MALE",59,"GENERAL","RJD",65909,37.02524001,148518,20950,74675,40000,508200,260750,0,0,1620101,0,1351000,1053093,2971101,0.0198937795617291,0.141030279377035,0.0709101665285022,0.0379833499985281,0.4825784617313,0.247603962802905,0,0,0.54528641066056,0,0.45471358933944
"676",2020,9,"Darbhanga","85","Bahadurpur",3,"Devendra Kumar Jha","MALE",50,"GENERAL","LJP",16873,9.478627725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",2020,9,"Darbhanga","85","Bahadurpur",4,"Binay Kumar Singh","MALE",49,"GENERAL","IND",4938,2.773985877,0,0,0,0,0,0,0,0,0,0,104300,0,104300,0,0,0,0,0,0,0,0,0,0,1
"678",2020,9,"Darbhanga","85","Bahadurpur",5,"Baldeo Ram","MALE",64,"SC","IND",3570,2.005494043,0,0,0,0,0,0,6910,0,6910,0,6910,6910,13820,0,0,0,0,0,0,1,0,0.5,0,0.5
"679",2020,9,"Darbhanga","86","Keoti",1,"MURARI MOHAN JHA","MALE",63,"GENERAL","BJP",76372,46.75044839,205825,564518,244573,53750,278860,495686,10600,0,142082,1500000,0,1853812,1642082,0.304517394428345,0.111027979104677,0.131929774971788,0.0289943101026426,0.150425177957635,0.267387415768158,0.00571794766675369,0,0.0865255206500041,0.913474479349996,0
"680",2020,9,"Darbhanga","86","Keoti",2,"ABDUL BARI SIDDIQUI","MALE",63,"GENERAL","RJD",71246,43.61261256,0,104247,162400,9850,595600,48920,531648,0,20000,0,2503591,1452665,2523591,0.0717625880708904,0,0.111794529364995,0.00678064109756895,0.4100050596662,0.0336760368013272,0.365981144999019,0,0.00792521450583712,0,0.992074785494163
"681",2020,9,"Darbhanga","86","Keoti",3,"YOGESH RANJAN","MALE",47,"GENERAL","IND",3304,2.022514554,0,0,0,0,0,15301,0,0,31281,0,8000,15301,39281,0,0,0,0,0,1,0,0,0.796339197067284,0,0.203660802932716
"682",2020,9,"Darbhanga","86","Keoti",4,"FAIYAZUR RAHMAN","MALE",37,"GENERAL","SJDD",1528,0.9353517669,0,0,0,0,0,169400,0,0,216599,156361,0,169400,372960,0,0,0,0,0,1,0,0,0.58075664950665,0.41924335049335,0
"683",2020,9,"Darbhanga","86","Keoti",5,"SANJEEV KUMAR HIMANSHU","MALE",43,"GENERAL","IND",1291,0.7902743005,0,0,0,0,0,0,0,0,30000,0,68000,0,98000,0,0,0,0,0,0,0,0,0.306122448979592,0,0.693877551020408
"684",2020,9,"Darbhanga","87","Jale",1,"Jibesh Kumar","MALE",47,"GENERAL","BJP",87376,51.66478439,512583,584047,447583,194700,320300,0,242750,0,0,1500000,867000,2301963,2367000,0.253716936371262,0.222672128092415,0.194435357996632,0.0845799867330622,0.139142114795068,0,0.105453476011561,0,0,0.633713561470216,0.366286438529785
